Country_Name,Country_Code,CY2003,CY2004,CY2005,CY2006,CY2007,CY2008,CY2009,CY2010,CY2011,CY2012,CY2013,CY2014
Sweden,SWE,80.09512195,80.49756098,80.54634146,80.74878049,80.9,81.1,81.35121951,81.45121951,81.80243902,81.70487805,81.95609756,81.95609756
Swaziland,SWZ,45.95809756,45.74534146,45.86007317,46.24136585,46.77239024,47.34582927,47.8927561,48.3457561,48.66139024,48.85063415,48.93792683,48.93473171
Sint Maarten (Dutch part),SXM,,,,,74.54390244,74.53658537,75.58780488,,,73.05365854,,
Seychelles,SYC,71.02926829,72.6097561,72.13170732,72.21707317,73.19268293,73.16341463,73.03414634,73.19756098,72.72439024,74.22682927,73.1195122,73.22926829
Syrian Arab Republic,SYR,73.73136585,74.09568293,74.36385366,74.43241463,74.24607317,73.7972439,73.12041463,72.30743902,71.48614634,70.78590244,70.30153659,70.07102439
Turks and Caicos Islands,TCA,,,,,,,,,,,,
Chad,TCD,47.68185366,47.79582927,47.97390244,48.23002439,48.55921951,48.95158537,49.39317073,49.86207317,50.33195122,50.78139024,51.1914878,51.55580488
Togo,TGO,53.88712195,54.16321951,54.50797561,54.9307561,55.43343902,56.00590244,56.63060976,57.28156098,57.93078049,58.55385366,59.13236585,59.65580488
Thailand,THA,71.43392683,71.78646341,72.15726829,72.52573171,72.87443902,73.18843902,73.46173171,73.69436585,73.89239024,74.07190244,74.24692683,74.42202439
Tajikistan,TJK,65.002,65.53702439,66.09721951,66.66180488,67.2074878,67.71458537,68.17053659,68.56339024,68.89178049,69.16697561,69.40017073,69.59797561
Turkmenistan,TKM,64.24039024,64.33743902,64.43236585,64.53180488,64.63882927,64.75607317,64.88353659,65.0212439,65.16560976,65.31158537,65.45656098,65.59853659
Timor-Leste,TLS,62.20790244,63.19297561,64.15609756,65.04785366,65.82419512,66.45782927,66.94668293,67.30839024,67.57673171,67.80014634,68.02090244,68.25914634
Tonga,TON,71.17543902,71.31443902,71.45334146,71.59370732,71.737,71.88319512,72.0317561,72.18260976,72.33473171,72.488,72.64034146,72.79219512
Trinidad and Tobago,TTO,68.78426829,68.87182927,68.97904878,69.10834146,69.25965854,69.42892683,69.61058537,69.79756098,69.98031707,70.15139024,70.30529268,70.44056098
Tunisia,TUN,73.05121951,73.30243902,73.50243902,73.9,74.20243902,74.30243902,74.45121951,74.60243902,74.34390244,73.99512195,74.04390244,74.14390244
Turkey,TUR,71.57419512,72.02987805,72.44812195,72.82858537,73.17707317,73.5007561,73.80321951,74.09092683,74.36734146,74.63680488,74.90070732,75.1635122
Tanzania,TZA,53.28417073,54.4162439,55.60478049,56.832,58.07778049,59.31470732,60.5095122,61.62560976,62.63209756,63.52090244,64.29182927,64.94390244
Uganda,UGA,49.58780488,50.7012439,51.77021951,52.75704878,53.65414634,54.46197561,55.18209756,55.83665854,56.4637561,57.10019512,57.76768293,58.46641463
Ukraine,UKR,68.21073171,68.18536585,67.95682927,68.07756098,68.22219512,68.25146341,69.19,70.26536585,70.80926829,70.94414634,71.1595122,71.18658537
Upper middle income,UMC,71.91854071,72.23865333,72.53288863,72.8127761,73.07629898,73.32238816,73.56871619,73.79015381,74.01658375,74.23140797,74.44762351,74.65762609
Uruguay,URY,75.2845122,75.46441463,75.63470732,75.79641463,75.95102439,76.10107317,76.24858537,76.39460976,76.54119512,76.68839024,76.83619512,76.98614634
United States,USA,66.79268293,77.48780488,77.48780488,77.68780488,77.98780488,78.03902439,78.3902439,78.54146341,78.64146341,78.74146341,78.84146341,78.94146341
Uzbekistan,UZB,67.18660976,67.26502439,67.34704878,67.43514634,67.53121951,67.63419512,67.74456098,67.86129268,67.98141463,68.10197561,68.222,68.33902439
St. Vincent and the Grenadines,VCT,70.84914634,71.02129268,71.22890244,71.46021951,71.69941463,71.93173171,72.15007317,72.34639024,72.5187561,72.67185366,72.81087805,72.93685366
"Venezuela, RB",VEN,72.94456098,73.08643902,73.20331707,73.30104878,73.38890244,73.4762439,73.568,73.67160976,73.79165854,73.92573171,74.07441463,74.23619512
Virgin Islands (U.S.),VIR,78.17317073,78.72439024,78.52439024,78.62439024,78.82439024,78.92439024,79.07317073,79.17317073,79.37317073,79.47317073,79.62439024,79.77317073
Vietnam,VNM,73.77253659,73.95902439,74.13812195,74.31236585,74.48385366,74.65309756,74.82260976,74.99036585,75.15680488,75.31939024,75.477,75.62912195
Vanuatu,VUT,68.65170732,68.99,69.31785366,69.6367561,69.94873171,70.2547561,70.55582927,70.84995122,71.13456098,71.40817073,71.6692439,71.91831707
West Bank and Gaza,PSE,71.20753659,71.33946341,71.47087805,71.60587805,71.74704878,71.89495122,72.05109756,72.21492683,72.38539024,72.55885366,72.7322439,72.90402439
World,WLD,67.95513956,68.75235777,69.01347126,69.33913143,69.64190131,69.91476017,70.22039745,70.48551572,70.76468405,71.00381752,71.24132715,71.45174503
Samoa,WSM,70.42626829,70.71460976,70.99692683,71.27865854,71.56078049,71.84429268,72.13068293,72.417,72.70126829,72.98004878,73.25039024,73.51182927
"Yemen, Rep.",YEM,61.09182927,61.29265854,61.49792683,61.71717073,61.95480488,62.21136585,62.48534146,62.76873171,63.05353659,63.32729268,63.5835122,63.81819512
South Africa,ZAF,52.5237561,51.8737561,51.55734146,51.61370732,51.9965122,52.63602439,53.46709756,54.3907561,55.29565854,56.09831707,56.73658537,57.18212195
"Congo, Dem. Rep.",COD,52.10678049,52.87926829,53.63829268,54.36782927,55.06441463,55.724,56.33707317,56.89614634,57.39863415,57.85407317,58.27192683,58.65919512
Zambia,ZMB,46.53863415,47.93239024,49.42939024,50.96660976,52.47714634,53.90563415,55.21417073,56.38385366,57.42219512,58.36331707,59.23736585,60.04704878
Zimbabwe,ZWE,40.7024878,41.05934146,41.75960976,42.81070732,44.1777561,45.8044878,47.62465854,49.57465854,51.60036585,53.64307317,55.633,57.49831707
